0	Index      	 *	Score 	Summary	Detail	
1	43612 23323	 * 	218.44	紫4易伤3攻速2伤害	138攻速2核38a序列升级4立即金币578a易伤68a金币生成9a伤害
2	43662 23323	   	218.44	紫4易伤3攻速2伤害	138攻速2核38a序列升级4双倍矿578a易伤68a金币生成9a伤害
3	15212 24612	 * 	211.95	橙3攻速2伤害1全技能1易伤	1挖青2立即金币39挖尘479攻速5全技能6核89伤害9序列升级a易伤
4	42642 13332	 * 	211.22	橙3攻速2易伤1伤害2策反1时间	134攻速238最后敌人38序列升级58易伤68策反7核9时间a伤害
5	44622 22311	 * 	210.93	橙3攻速2易伤1全技能1暴击	138攻速23挖尘3序列升级49易伤5全技能6核7平台a暴击
6	21324 84415	   	210.15	橙3攻速2伤害1易伤1全技能	139最后敌人2全技能4加一59伤害689攻速7核9序列升级a易伤
7	43441 63414	 * 	209.30	紫1散射对甲3攻速2全技能2伤害	189攻速2核3加一49最后敌人59伤害67全技能9序列升级a散射对甲
8	61131 31532	 * 	205.14	橙4易伤1全技能2暴击1时间	19挖尘2全技能3时间4挖青5789易伤69暴击9序列升级a核
9	43622 31351	 * 	204.97	紫2易伤2全技能2攻速1暴击1技能1时间	13攻速2核3序列升级49易伤56全技能7时间8暴击a技能
10	43441 63412	 * 	203.93	紫3攻速2全技能2伤害1易伤	189攻速2核3加一49最后敌人59伤害67全技能9序列升级a易伤
11	15212 24613	 * 	203.83	橙3伤害3攻速1全技能	1挖青2立即金币39挖尘479攻速5全技能6核89a伤害9序列升级
12	42443 43643	 * 	203.09	橙2易伤1双倍秒伤2攻速1全技能1时间	18攻速28最后敌人3加一4低血量敌人5全技能6时间78易伤8序列升级9核a双倍秒伤
13	44622 11313	 * 	202.86	橙3攻速2易伤2全技能	138攻速236挖尘38序列升级48易伤59全技能78最后敌人a核
14	42642 13312	   	202.82	橙3攻速2易伤1伤害2策反	134攻速238最后敌人38序列升级58易伤68策反7核9挖尘a伤害
15	43612 24323	   	202.59	紫3易伤3攻速2伤害	138攻速2核38a序列升级47立即金币58a易伤68a金币生成9a伤害
16	43612 23423	   	202.39	紫3易伤3攻速2伤害	139攻速2核3a序列升级4立即金币57a易伤6a金币生成8a伤害
17	21324 84413	   	202.03	橙3伤害3攻速1全技能	139最后敌人2全技能4加一59a伤害689攻速7核9序列升级
18	43622 31621	 * 	202.01	紫2易伤2全技能2攻速1伤害1时间	13攻速2核3序列升级4a易伤56全技能7时间8伤害9电球减费
19	42222 31323	 * 	201.95	橙2易伤1全技能1攻速1伤害1暴击	1攻速2最后敌人3金币生成49易伤5暴击6低血量敌人7核8全技能a伤害
20	42222 31563	   	201.95	橙2易伤1全技能1攻速1伤害1暴击	1攻速2最后敌人3金币生成48易伤5暴击6低血量敌人7核9全技能a伤害
21	21324 84564	   	201.85	橙2易伤1全技能1攻速1伤害1暴击	13最后敌人2全技能4加一5伤害6攻速7核89易伤a暴击
22	44622 22123	 * 	201.72	橙2易伤2攻速1全技能1伤害	13攻速23挖尘3序列升级49易伤5全技能6核7平台8掉矿a伤害
23	21324 84563	 * 	201.68	橙2易伤2全技能1攻速1伤害	13最后敌人2a全技能4加一5伤害6攻速7核89易伤
24	43315 36331	   	201.41	紫3攻速2伤害1全技能1易伤2时间	148攻速2核3基础对紫58时间68伤害7全技能8序列升级9易伤a金币生成
25	43315 36332	   	201.41	紫3攻速2伤害1易伤1全技能2时间	148攻速2核3基础对紫58时间68伤害7全技能8序列升级9易伤a平台
26	43623 16223	 * 	201.34	紫2易伤2伤害2攻速1暴击2策反	13攻速2核3a序列升级4a易伤5掉矿6暴击7a伤害8最后敌人9a策反
27	43315 36333	   	201.31	紫3攻速2伤害1全技能1易伤2时间	148攻速2核3基础对紫58时间68伤害7全技能8序列升级9易伤a等级
28	46263 22221	 * 	200.38	橙2全技能2攻速1易伤1暴击1技能	15攻速2掉矿3等级47全技能6核8易伤9暴击a技能
29	42443 43641	   	200.34	橙2易伤2全技能2攻速1时间	18攻速28最后敌人3加一4低血量敌人5a全技能6时间78易伤8序列升级9核
30	44622 23121	 * 	200.06	橙1双倍秒伤2攻速1易伤1全技能1核弹	13攻速238挖尘3序列升级4易伤5全技能6核7核弹9平台a双倍秒伤
31	21324 45764	   	199.85	橙2易伤1全技能1攻速1伤害1暴击	13最后敌人2全技能4加一5伤害69易伤7攻速8核a暴击
32	21324 45763	   	199.68	橙2易伤2全技能1攻速1伤害	13最后敌人2a全技能4加一5伤害69易伤7攻速8核
33	13144 31631	 * 	199.12	橙4易伤2暴击1伤害	1挖青2基地爆炸3689易伤4加一56暴击6序列升级7核a伤害
34	42642 13121	   	198.99	橙3攻速1全技能1易伤1暴击1策反	134攻速23最后敌人3序列升级5易伤6策反7核8掉矿9暴击a全技能
35	43622 32231	 * 	198.97	紫3全技能2易伤2攻速1伤害	13攻速2核3序列升级49易伤567全技能8基地爆炸a伤害
36	43622 31352	   	198.19	紫2易伤2全技能2攻速1暴击1时间	13攻速2核3序列升级49易伤56全技能7时间8暴击a敌人爆炸
37	43622 31353	   	198.09	紫2易伤2全技能2攻速1暴击1时间	13攻速2核3序列升级49易伤56全技能7时间8暴击a掉矿
38	43622 33351	   	196.66	紫2易伤2全技能2攻速1暴击1技能	13攻速2核3序列升级49易伤56全技能7敌人爆炸8暴击a技能
39	43626 33323	 * 	196.24	紫3易伤2攻速1伤害1暴击1时间	13攻速2核3序列升级48a易伤5时间6暴击7平台9伤害
40	42316 21215	   	196.01	橙2易伤2攻速1全技能1暴击	14攻速2最后敌人3基础对紫59易伤6暴击7核8基地爆炸a全技能
41	41136 31531	 * 	196.01	橙3易伤1攻速1伤害1暴击	1攻速2敌人爆炸3基地爆炸4矿等589易伤6暴击7核a伤害
42	41222 21531	   	196.01	橙3易伤1攻速1伤害1暴击	1攻速2敌人爆炸3金币生成489易伤5暴击6基地爆炸7核a伤害
