0	Index      	 *	Score 	Summary	Detail	
1	22523 66131	 * 	198.07	DCR|3VULN|2DMG|2AART|2ASPD	18ASPD|25ERES|368VULN|48DMG|7aAART|8BPWR|9RCR
2	42622 21613	 * 	193.63	DCR|3DMG|2VULN|1AART|2CDMG	1aCDMG|248DUST|34aDMG|4aBPWR|5RCVC|6AART|7aVULN|9RCR
3	42622 22113	   	193.63	DCR|3DMG|2VULN|1AART|2CDMG	1aCDMG|247DUST|34aDMG|4aBPWR|5RCVC|6AART|8aVULN|9RCR
4	42232 33512	 * 	192.03	ACR|2VULN|2DMG|1AART|2CDMG|1ASPD	1aCDMG|2DUST|3AART|4RCR|5BELT|6aDMG|7ASPD|8CGEN|9aVULN|aBPWR
5	22523 66132	   	186.62	DCR|3VULN|2DMG|1AART|2ASPD	18ASPD|25ERES|368VULN|48DMG|7AART|8BPWR|9RCR|aFEWX
6	22523 66133	   	186.62	DCR|3VULN|2DMG|1AART|2ASPD	18ASPD|25ERES|368VULN|48DMG|7AART|8BPWR|9RCR|aRMIN
7	22523 66123	   	184.22	DCR|3VULN|2DMG|1AART|2ASPD	18ASPD|25ERES|368VULN|48DMG|7AART|8BPWR|9LHND|aRCR
8	42231 32362	 * 	183.45	ACR|2AART|2VULN|1DMG|1CDMG|1ZMB	1CDMG|2DUST|39AART|4RCR|5MLV|6ZMB|7aVULN|8DMG
9	33522 16833	 * 	182.67	DCR|4VULN|3CDMG|3DUR|1ZMB	19aDUR|2RPLT|3ZMB|49aCDMG|589aVULN|6MBVNT|7RCR|9aBPWR
10	21422 63633	 * 	182.00	ACR|4VULN|3ASPD|3DUR|1CDMG	19aASPD|2RPLT|3RCR|4CDMG|569aVULN|7LEGI|89aDUR|9aBPWR
11	11625 32234	 * 	180.69	DCR|3DMG|1AART|1VULN|3DUR|1ZMB|1SELL	1SELL|245DUR|345DMG|45BPWR|6AART|7CGEN|8ZMB|9VULN|aRCR
12	43331 53316	 * 	180.09	ACR|3VULN|2DMG|2CDMG|1DUR	18CDMG|28LSRREG|3DUST|4RCR|5DUR|678VULN|8BPWR|9aDMG
13	11252 52432	   	179.76	DCR|3VULN|2DMG|1AART|1DUR|1SELL	1SELL|2DUR|3AART|4RPLT|567VULN|89DMG|aRCR
14	42236 13251	   	179.54	ACR|2VULN|1AART|1DMG|2CDMG|2DUR	19CDMG|2DUST|3AART|4RCR|5DLOT|69DUR|7NUKE|89VULN|9BPWR|aDMG
15	55332 25131	 * 	179.17	DCR|3DMG|2AART|1VULN|1ASPD	1RCVC|23AART|4LEGI|59aDMG|6ASPD|7VULN|8RCR
16	42231 22334	   	178.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3AART|4RCR|5MLV|6DUR|7ZMB|8DMG|9aVULN
17	42231 22661	   	178.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3AART|4RCR|5MLV|6DUR|7ZMB|89VULN|aDMG
18	42231 32344	   	178.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3AART|4RCR|5MLV|6ZMB|7aVULN|8DMG|9DUR
19	42233 22334	   	178.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3AART|4RCR|5RMIN|6DUR|7ZMB|8DMG|9aVULN
20	42233 22661	   	178.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3AART|4RCR|5RMIN|6DUR|7ZMB|89VULN|aDMG
21	42233 32344	   	178.94	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3AART|4RCR|5RMIN|6ZMB|7aVULN|8DMG|9DUR
22	21562 62333	 * 	178.73	DCR|3VULN|1AART|3ASPD|1CDMG	148ASPD|2RPLT|3AART|58CGEN|6RCR|78aVULN|8BPWR|9CDMG
23	21422 36621	   	178.34	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB|1ASPD	1ASPD|2RPLT|3RCR|4CDMG|5aVULN|6ZMB|7DUST|8AART|9DMG
24	26613 51313	 * 	177.94	DCR|3VULN|1AART|3ASPD|2CDMG	16aASPD|2aCDMG|3AART|478FEWX|56aVULN|6aBPWR|9RCR
25	53121 62332	 * 	177.93	DCR|3DMG|1AART|1VULN|3DUR	1RCVC|2BELT|38aCGEN|4VULN|58aDUR|6RCR|78aDMG|8aBPWR|9AART
26	53224 61332	   	177.93	DCR|3DMG|1AART|1VULN|3DUR	1RCVC|2BELT|38aDUR|4VULN|58aDMG|6RCR|78aCGEN|8aBPWR|9AART
27	53621 61332	   	177.93	DCR|3DMG|1AART|1VULN|3DUR	1RCVC|2BELT|38aDMG|4VULN|58aDUR|6RCR|78aCGEN|8aBPWR|9AART
28	12335 32562	 * 	176.74	ACR|3DMG|2VULN|1AART|1SELL	1SELL|2LSRICY|35VULN|4RCR|68aDMG|7LEGI|9AART
29	41213 66112	 * 	176.15	DCR|3VULN|1AART|3CDMG|2DUR	178CDMG|2aDUR|3AART|478TLV|578VULN|6RPLT|78BPWR|9RCR
30	11244 13131	   	175.97	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	1SELL|2DUR|3AART|4ZMB|5CDMG|6RCVC|79VULN|8RCR|aDMG
31	11244 23131	   	175.97	DCR|2VULN|1AART|1DMG|1CDMG|1ZMB|1DUR|1SELL	1SELL|2DUR|3AART|4ZMB|5CDMG|69VULN|7RCVC|8RCR|aDMG
32	53121 62132	   	175.85	DCR|2VULN|2DMG|1AART|2DUR	1RCVC|2BELT|3aCGEN|48VULN|5aDUR|6RCR|7aDMG|9AART|aBPWR
33	53121 62335	   	175.85	DCR|2VULN|2DMG|1AART|2DUR	1RCVC|2BELT|38CGEN|4aVULN|58DUR|6RCR|78DMG|8BPWR|9AART
34	53224 61132	   	175.85	DCR|2VULN|2DMG|1AART|2DUR	1RCVC|2BELT|3aDUR|48VULN|5aDMG|6RCR|7aCGEN|9AART|aBPWR
35	53621 61132	   	175.85	DCR|2VULN|2DMG|1AART|2DUR	1RCVC|2BELT|3aDMG|48VULN|5aDUR|6RCR|7aCGEN|9AART|aBPWR
36	36232 24263	   	175.81	DCR|2VULN|2DMG|2CDMG|2DUR|1ZMB	17DUR|27DMG|3FEWX|4RMIN|58VULN|67CDMG|7BPWR|9RCR|aZMB
37	36332 24263	   	175.81	DCR|2VULN|2DMG|2CDMG|2DUR|1ZMB	17DUR|27DMG|3LHND|4RMIN|58VULN|67CDMG|7BPWR|9RCR|aZMB
38	36132 24263	   	175.71	DCR|2VULN|2DMG|2CDMG|2DUR|1ZMB	17DUR|27DMG|3DUST|4RMIN|58VULN|67CDMG|7BPWR|9RCR|aZMB
39	22423 66131	 * 	175.27	DCR|3VULN|2AART|2ZMB|2ASPD	18ASPD|25ERES|38ZMB|468VULN|7aAART|8BPWR|9RCR
40	42243 52112	 * 	175.04	DCR|3VULN|1AART|2CDMG|2ZMB	16CDMG|2DUST|3AART|47ZMB|56aVULN|6BPWR|8RCR|9LHND
41	11625 31411	 * 	175.01	DCR|3DMG|1AART|3DUR|1CDMG|1ASPD|1SELL	1SELL|245DUR|345DMG|45BPWR|6AART|7LIT|8RCR|9ASPD|aCDMG
42	13235 62133	 * 	174.96	ACR|3VULN|3AART|3DUR|1SELL	1SELL|29aFEWX|368AART|4RCR|59aDUR|79aVULN|9aBPWR
43	43111 16116	 * 	174.53	DCR|2VULN|2DMG|2CDMG|2ZMB	18CDMG|2LSRREG|38ZMB|4MLV|5FEWX|6RCR|78VULN|8BPWR|9aDMG
44	55332 25132	   	174.52	DCR|2AART|2DMG|1VULN|1ZMB|1ASPD	1RCVC|23AART|4LEGI|59DMG|6ASPD|7VULN|8RCR|aZMB
45	21321 63412	   	174.05	DCR|3VULN|2DMG|2ASPD|2DUR	1aASPD|2RPLT|3aDMG|468VULN|5MLV|7aDUR|9RCR|aBPWR
46	21422 15431	 * 	174.05	ACR|2VULN|1AART|1DMG|2ASPD|1CDMG	19ASPD|26RPLT|3RCR|4CDMG|57VULN|8AART|aDMG
47	42622 21112	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|24DUST|34DMG|4BPWR|5RCVC|6AART|7aVULN|8RCR|9LHND
48	42622 21125	   	173.96	DCR|2VULN|2DMG|1AART|1CDMG	1CDMG|24DUST|34DMG|4BPWR|5RCVC|6AART|7aVULN|8RCR|9RMIN
49	21332 63412	   	173.95	DCR|3VULN|2DMG|2ASPD|2DUR	1aASPD|2RPLT|3aDMG|4ERES|568VULN|7aDUR|9RCR|aBPWR
50	21422 15411	   	173.75	ACR|2VULN|1AART|1DMG|2CDMG|1ASPD	1ASPD|26RPLT|3RCR|49CDMG|57VULN|8AART|aDMG
51	16622 21613	   	173.32	DCR|3DMG|2VULN|1AART|1SELL	1SELL|248DUST|34aDMG|4aBPWR|5RCVC|6AART|7aVULN|9RCR
52	16622 22113	   	173.32	DCR|3DMG|2VULN|1AART|1SELL	1SELL|247DUST|34aDMG|4aBPWR|5RCVC|6AART|8aVULN|9RCR
53	43332 53316	   	173.15	ACR|3VULN|2DMG|2CDMG	18CDMG|28LSRREG|3DUST|4RCR|5LHND|678VULN|8BPWR|9aDMG
54	42261 53221	 * 	172.93	DCR|2VULN|1AART|3CDMG|1DMG	145CDMG|25DUST|3AART|5BPWR|6aVULN|7RCR|8RCVC|9DMG
55	13252 52432	   	172.82	DCR|3VULN|2DMG|1AART|1SELL	1SELL|2FEWX|3AART|4RPLT|567VULN|89DMG|aRCR
56	34511 32631	   	172.81	DCR|2VULN|1AART|1DMG|1CDMG|2DUR	15DUR|2CANHEL|3RMIN|4DMG|6RCR|7AART|8CDMG|9aVULN
57	42231 22335	   	172.80	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3aAART|4RCR|5MLV|6DUR|7ZMB|8DMG|9VULN
58	42231 32345	   	172.80	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3aAART|4RCR|5MLV|6ZMB|7VULN|8DMG|9DUR
59	42231 32366	   	172.80	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|39AART|4RCR|5MLV|6ZMB|7VULN|8DMG|aDUR
60	42233 22335	   	172.80	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3aAART|4RCR|5RMIN|6DUR|7ZMB|8DMG|9VULN
61	42233 32345	   	172.80	ACR|2AART|1VULN|1DMG|1CDMG|1ZMB|1DUR	1CDMG|2DUST|3aAART|4RCR|5RMIN|6ZMB|7VULN|8DMG|9DUR
62	21422 62235	 * 	172.73	ACR|3VULN|1AART|1CDMG|1ZMB|1ASPD	1ASPD|2RPLT|3RCR|4CDMG|568VULN|7ERES|9ZMB|aAART
63	33522 16843	   	172.61	DCR|4VULN|2CDMG|2DUR|1ZMB	1aDUR|2RPLT|3ZMB|4aCDMG|589aVULN|6MBVNT|7RCR|aBPWR
64	12335 32561	   	172.09	ACR|2VULN|2DMG|1AART|1ZMB|1SELL	1SELL|2LSRICY|35VULN|4RCR|68DMG|7LEGI|9AART|aZMB
65	41231 32574	   	172.05	DCR|2VULN|1AART|1DMG|1CDMG|1DUR|1ASPD	1CDMG|2DUR|3AART|4MBVNT|5MLV|6DMG|79VULN|8RCR|aASPD
66	41233 32574	   	172.05	DCR|2VULN|1AART|1DMG|1CDMG|1ASPD|1DUR	1CDMG|2DUR|3AART|4MBVNT|5RMIN|6DMG|79VULN|8RCR|aASPD
67	42231 32316	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3AART|4RCR|5MLV|6ZMB|7aVULN|8DMG|9CGEN
68	42231 32354	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3AART|4RCR|5MLV|6ZMB|7aVULN|8DMG|9LWND
69	42231 32621	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3AART|4RCR|5MLV|6ZMB|78VULN|9BEXP|aDMG
70	42231 42334	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3AART|4RCR|5MLV|6LWND|7ZMB|8DMG|9aVULN
71	42233 32354	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3AART|4RCR|5RMIN|6ZMB|7aVULN|8DMG|9LWND
72	42233 32362	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3AART|4RCR|5RMIN|6ZMB|7aVULN|8DMG|9DMSP
73	42233 32621	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3AART|4RCR|5RMIN|6ZMB|78VULN|9BEXP|aDMG
74	42233 36334	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3AART|4RCR|5RMIN|6ZMB|7FEWX|8DMG|9aVULN
75	42233 42334	   	172.00	ACR|2VULN|1AART|1DMG|1CDMG|1ZMB	1CDMG|2DUST|3AART|4RCR|5RMIN|6LWND|7ZMB|8DMG|9aVULN
76	42622 21162	   	171.93	DCR|3DMG|1AART|1VULN|1CDMG	1CDMG|24DUST|34aDMG|4BPWR|5RCVC|6AART|7VULN|8RCR|9LSRREG
