0	Index      	 *	Score 	Summary	Detail	Bounty	
1	64411 31442	 * 	297.57	橙5易伤3伤害2时间	1349a易伤235伤害3a序列升级6a时间7加一8核	10
2	64411 31412	 * 	292.45	橙4易伤3伤害3时间	134a易伤235伤害3a序列升级69a时间7加一8核	10
3	61331 51423	 * 	286.17	橙2易伤3伤害2等级1时间1暴击	18易伤28等级3时间4雷电58a伤害6额外掉落7核8序列升级9暴击	9
4	61331 51421	 * 	285.10	橙2易伤2等级2伤害2时间1暴击	18易伤28等级3a时间4雷电58伤害6额外掉落7核8序列升级9暴击	9
5	61323 63432	 * 	284.87	橙3易伤2伤害2时间1等级2攻速	159易伤2等级39时间4挖尘68攻速79伤害9序列升级a核	10
6	64411 31441	   	282.88	橙5易伤3伤害1时间	1349a易伤235伤害3序列升级6时间7加一8核	10
7	61331 51411	 * 	281.56	橙3易伤2等级2伤害1时间	18a易伤28等级3时间4雷电58伤害6额外掉落7核8序列升级9矿等	10
8	61322 65113	 * 	279.46	橙3易伤2等级3时间2攻速	179易伤27等级358时间4挖尘67攻速7序列升级a核	10
9	64411 21133	   	279.43	橙4易伤3伤害2时间	1349易伤235伤害39序列升级6立即金币79金币生成89时间a核	10
10	64411 32133	   	279.43	橙4易伤3伤害2时间	1349易伤235伤害39序列升级69时间789金币生成a核	10
11	64411 32233	   	279.43	橙4易伤3伤害2时间	1349易伤235伤害39序列升级69时间79金币生成8双倍矿a核	10
12	64411 31421	   	279.23	橙4易伤3伤害2时间	134a易伤235伤害3a序列升级6a时间7加一8核9平台	9
13	64411 31411	   	279.13	橙4易伤3伤害2时间	134a易伤235伤害3序列升级69时间7加一8核	10
14	64411 31443	   	279.13	橙4易伤3伤害2时间	1349易伤235伤害3序列升级6a时间7加一8核	10
15	61313 11226	 * 	277.94	橙3易伤2时间1等级3暴击1核弹	16a易伤2等级3a时间46a暴击5全技能6a序列升级7核8核弹9随机矿	10
16	33412 43131	 * 	277.48	橙5易伤2伤害1等级	139策反2349a易伤39序列升级5金币生成6核7等级89伤害	9
17	61515 21133	   	277.13	橙3易伤2伤害2时间1等级	169易伤2等级39伤害4攻速5随机矿7敌人爆炸89时间9序列升级a核	10
18	61516 32233	   	277.13	橙3易伤2伤害2时间1等级	159易伤2等级39伤害4攻速6敌人爆炸79时间8随机矿9序列升级a核	10
19	61323 63233	   	277.03	橙3易伤2伤害2时间1等级	159易伤2等级39时间4挖尘6攻速79伤害8随机矿9序列升级a核	10
20	61323 63532	   	276.93	橙3易伤2伤害2时间1等级	159易伤2等级39时间48挖尘6攻速79伤害9序列升级a核	10
21	61363 52433	 * 	276.62	橙4易伤2等级1伤害1时间	1589易伤29等级3时间4伤害6加一79敌人爆炸9序列升级a核	10
22	61313 13278	   	276.42	橙4易伤2等级1伤害1时间	1489易伤25等级3时间6加一7伤害a核	3
