0	Index      	 *	Score 	Summary	Detail	
1	22352 62216	 * 	235.01	橙3易伤2全技能2伤害2暴击	14全技能28伤害379易伤58最后敌人68暴击8序列升级a核
2	22315 62216	   	232.49	橙3易伤2伤害1全技能2暴击2时间	1全技能28伤害379易伤4双倍矿58时间68暴击8序列升级a核
3	22612 13534	 * 	231.11	橙2易伤2全技能2伤害1核弹2时间	19全技能27伤害3额外掉落47时间57易伤6平台7序列升级8核a核弹
4	22162 43423	 * 	229.45	橙2全技能2伤害2攻速1易伤1暴击1技能	19全技能25伤害3技能45攻速5序列升级6雷电7核8易伤a暴击
5	22612 13533	   	227.30	橙2易伤2全技能2伤害1暴击2时间	19全技能27伤害3额外掉落47时间57易伤6平台7序列升级8核a暴击
6	22326 51223	 * 	226.45	橙2易伤2伤害2攻速1全技能	1全技能28伤害37易伤4低血量敌人5散射对绿6核9a攻速
7	22315 14115	   	225.92	橙2易伤2伤害2攻速1全技能1时间	1全技能2a伤害3a易伤4双倍矿5时间6雷电7核8a攻速9挖青a序列升级
8	22326 52223	 * 	224.96	橙3伤害2易伤1全技能2散射对绿1策反	1全技能278伤害3a易伤47低血量敌人57散射对绿6核7序列升级9策反
9	22326 52222	 * 	224.65	橙3伤害1全技能1易伤1攻速2散射对绿1策反	1全技能278伤害3易伤47低血量敌人57散射对绿6核7序列升级9策反a攻速
10	22326 52235	   	222.94	橙3伤害2易伤1全技能2散射对绿1时间	1全技能278伤害3a易伤47低血量敌人57散射对绿6核7序列升级9时间
11	22322 62216	   	221.74	橙3易伤2伤害1全技能2暴击	1全技能28伤害379易伤48低血量敌人5立即金币68暴击8序列升级a核
12	22332 62216	   	221.74	橙3易伤2伤害1全技能2暴击	1全技能28伤害379易伤48最后敌人5立即金币68暴击8序列升级a核
13	22162 43422	   	221.51	橙2全技能2伤害2攻速1易伤1技能1时间	19全技能25伤害3技能45攻速5序列升级6雷电7核8易伤a时间
14	22326 51225	   	220.53	橙2易伤2伤害1全技能1攻速1时间	1全技能28伤害37易伤4低血量敌人5散射对绿6核9攻速a时间
15	22352 14134	 * 	219.61	橙3易伤2全技能1攻速1伤害	14全技能2伤害39a易伤5最后敌人6雷电7核8攻速
16	22312 62216	   	218.94	橙3易伤2伤害1全技能2暴击	1全技能28伤害379易伤4双倍矿58最后敌人68暴击8序列升级a核
17	22324 62216	   	218.94	橙3易伤2伤害1全技能2暴击	1全技能28伤害379易伤48低血量敌人5双倍矿68暴击8序列升级a核
18	22334 62216	   	218.94	橙3易伤2伤害1全技能2暴击	1全技能28伤害379易伤48最后敌人5双倍矿68暴击8序列升级a核
19	24232 33534	   	217.56	橙2易伤2全技能2伤害1核弹	19全技能2额外掉落3平台47伤害57敌人爆炸67易伤7序列升级8核a核弹
20	22162 43253	   	217.51	橙2易伤2伤害2攻速1全技能1技能	1全技能25伤害3技能45攻速5序列升级6雷电7核8最后敌人9a易伤
21	22162 43433	   	217.41	橙2易伤2伤害2攻速1全技能1技能	1全技能25伤害3技能45攻速5序列升级6雷电7核8a易伤9挖尘
22	22612 13536	 * 	216.32	橙3全技能2易伤2伤害2时间	19a全技能27伤害3额外掉落47时间57易伤6平台7序列升级8核
23	22612 13522	   	214.94	橙2易伤2伤害1全技能1攻速2时间	1全技能27伤害3额外掉落47时间57易伤6平台7序列升级8核9挖尘a攻速
24	22326 52523	   	214.78	橙2伤害2攻速1全技能1易伤2散射对绿	1全技能27伤害3易伤47低血量敌人57散射对绿6核7序列升级8立即金币9a攻速
25	22326 52253	   	214.63	橙3伤害2易伤1全技能2散射对绿	1全技能278伤害3a易伤47低血量敌人57散射对绿6核7序列升级9随机矿
26	22326 52263	   	214.53	橙3伤害2易伤1全技能2散射对绿	1全技能278伤害3a易伤47低血量敌人57散射对绿6核7序列升级9掉矿
27	22326 52252	   	214.31	橙3伤害1全技能1易伤1攻速2散射对绿	1全技能278伤害3易伤47低血量敌人57散射对绿6核7序列升级9随机矿a攻速
28	22326 52262	   	214.21	橙3伤害1易伤1全技能1攻速2散射对绿	1全技能278伤害3易伤47低血量敌人57散射对绿6核7序列升级9掉矿a攻速
29	22652 13533	   	213.75	橙2易伤2全技能2伤害1暴击	19全技能27伤害3额外掉落47基地爆炸57易伤6平台7序列升级8核a暴击
30	24232 33533	   	213.75	橙2易伤2全技能2伤害1暴击	19全技能2额外掉落3平台47伤害57敌人爆炸67易伤7序列升级8核a暴击
31	24234 33533	   	213.75	橙2易伤2全技能2伤害1暴击	19全技能2额外掉落3平台47伤害57基地爆炸67易伤7序列升级8核a暴击
32	24236 33533	   	213.75	橙2易伤2全技能2伤害1暴击	19全技能2额外掉落3平台47伤害57最后敌人67易伤7序列升级8核a暴击
33	26632 33533	   	213.75	橙2易伤2全技能2伤害1暴击	19全技能2平台3额外掉落47伤害57敌人爆炸67易伤7序列升级8核a暴击
