0	Index      	 *	Score 	Summary	Detail	
1	15213 16216	 * 	206.37	橙3易伤3伤害1全技能3时间	18a易伤278伤害3最后敌人4a雷电5全技能68a时间8a序列升级9核
2	13423 13123	 * 	205.09	紫3易伤2伤害1全技能2策反1暴击	14a易伤2暴击3a伤害5核6全技能7掉矿8雷电9a策反a序列升级
3	13423 14523	   	205.09	紫3易伤2伤害1全技能2策反1暴击	14a易伤2暴击3a伤害5核6全技能7雷电8掉矿9a策反a序列升级
4	13423 12433	 * 	204.24	紫4易伤2伤害1全技能1暴击	147a易伤2暴击3a伤害5核6全技能8a加农对直升9平台a序列升级
5	15213 16215	   	202.35	橙3易伤3伤害1全技能2时间	18a易伤278伤害3最后敌人4雷电5全技能68时间8序列升级9核
6	13423 12222	   	201.14	紫3易伤2伤害1全技能1暴击1策反	147易伤2暴击39伤害5核6全技能8额外掉落a策反
7	11113 26353	 * 	201.03	橙3易伤2伤害1全技能2喷火对愈	14a易伤2全技能3敌人爆炸5随机矿6立即金币7核8a伤害9a喷火对愈a序列升级
8	11113 56353	   	201.03	橙3易伤2伤害1全技能2喷火对愈	14a易伤2全技能3敌人爆炸56随机矿7核8a伤害9a喷火对愈a序列升级
9	16313 26353	   	200.43	橙3易伤2伤害1全技能2喷火对愈	14a易伤2敌人爆炸3全技能5随机矿6立即金币7核8a伤害9a喷火对愈a序列升级
10	13442 33252	   	199.26	橙3易伤2伤害1全技能1暴击1攻速	189易伤2暴击39伤害4攻速5低血量敌人6核79敌人爆炸9序列升级a全技能
11	13423 11122	   	197.65	紫4易伤1全技能1伤害1暴击1策反	149a易伤2暴击3伤害5核6全技能7策反8雷电
12	13423 12154	   	197.65	紫4易伤1全技能1伤害1暴击1策反	147a易伤2暴击3伤害5核6全技能8基地爆炸9策反
13	13421 12254	 * 	197.23	橙4易伤1全技能1伤害1暴击1策反	147a易伤2暴击3伤害5基地爆炸6全技能8核9策反
14	13423 12332	   	197.08	紫3易伤2伤害1全技能1暴击1时间	147易伤2暴击39伤害5核6全技能8金币生成a时间
15	11125 26353	   	196.52	橙3易伤3伤害1全技能	159易伤2全技能3敌人爆炸49掉矿6立即金币7核89a伤害9序列升级
16	11511 11353	 * 	195.82	橙3伤害2易伤1全技能2策反	19易伤2全技能39策反4掉矿56金币生成7核89a伤害9序列升级
17	11511 11354	 * 	195.82	橙3易伤2伤害1全技能2策反	19a易伤2全技能39策反4掉矿56金币生成7核89伤害9序列升级
18	11511 21353	   	195.72	橙3伤害2易伤1全技能2策反	19易伤2全技能39策反46掉矿5金币生成7核89a伤害9序列升级
19	11511 21354	   	195.72	橙3易伤2伤害1全技能2策反	19a易伤2全技能39策反46掉矿5金币生成7核89伤害9序列升级
20	11513 61353	   	195.72	橙3伤害2易伤1全技能2策反	19易伤2全技能36策反49掉矿5随机矿7核89a伤害9序列升级
21	24421 33623	 * 	195.67	橙3易伤2伤害3暴击1全技能	1额外掉落247易伤3低血量敌人578暴击67伤害7序列升级9全技能a核
22	13221 33364	   	195.63	橙3易伤2伤害1全技能2暴击	19a易伤29暴击3低血量敌人45矿等69伤害7全技能8核9序列升级
23	13224 33364	   	195.63	橙3易伤2伤害1全技能2暴击	19a易伤29暴击35低血量敌人4矿等69伤害7全技能8核9序列升级
24	13214 33364	   	195.53	橙3易伤2伤害1全技能2暴击	19a易伤29暴击35低血量敌人4等级69伤害7全技能8核9序列升级
25	11111 16354	 * 	195.17	橙4易伤2伤害1全技能	149a易伤2全技能3敌人爆炸569金币生成7核89伤害9序列升级
26	13423 11441	 * 	195.00	紫3易伤2全技能1伤害1暴击1策反	149易伤2暴击3伤害5核68全技能7策反a金币生成
27	13423 11443	   	195.00	紫3易伤2全技能1伤害1暴击1策反	149易伤2暴击3伤害5核68全技能7策反a低血量敌人
28	13423 11421	   	194.90	紫3易伤2全技能1伤害1暴击1策反	14a易伤2暴击3伤害5核68全技能7策反9掉矿
29	13423 11431	   	194.90	紫3易伤2全技能1伤害1暴击1策反	14a易伤2暴击3伤害5核68全技能7策反9等级
30	13423 11442	   	194.90	紫3易伤2全技能1伤害1暴击1策反	149易伤2暴击3伤害5核68全技能7策反a掉矿
31	11111 16356	   	194.72	橙3易伤2伤害1全技能1暴击	149易伤2全技能3敌人爆炸569金币生成7核89伤害9序列升级a暴击
32	11541 11352	   	194.15	橙2易伤2伤害1全技能2策反1时间1攻速	19易伤2全技能39策反4攻速56金币生成7核89伤害9序列升级a时间
33	11511 11356	   	193.82	橙2易伤2伤害1全技能2策反1暴击	19易伤2全技能39策反4掉矿56金币生成7核89伤害9序列升级a暴击
34	11511 21356	   	193.72	橙2易伤2伤害1全技能2策反1暴击	19易伤2全技能39策反46掉矿5金币生成7核89伤害9序列升级a暴击
35	13423 12322	   	193.59	紫4易伤1全技能1伤害1暴击1时间	1479易伤2暴击3伤害5核6全技能8金币生成a时间
36	13423 12216	   	193.14	紫3易伤1全技能1伤害1暴击1喷火对愈1攻速	147易伤2暴击3伤害5核6全技能8额外掉落9攻速a喷火对愈
37	13421 13364	 * 	192.54	橙4易伤1全技能1伤害2暴击	149a易伤29暴击3伤害5基地爆炸6全技能79掉矿8核9序列升级
38	11513 21353	   	191.87	橙3伤害2易伤1全技能1策反	19易伤2全技能3策反49掉矿5随机矿6立即金币7核89a伤害9序列升级
39	11513 21354	   	191.87	橙3易伤2伤害1全技能1策反	19a易伤2全技能3策反49掉矿5随机矿6立即金币7核89伤害9序列升级
