0	Index      	Bounty	 *	Score 	Summary	Detail	
1	43163 12216	7	 * 	273.56	橙4易伤3时间1等级	1雷电268时间3457易伤9等级a核
2	43163 13216	6	   	273.56	橙4易伤3时间1等级	1雷电268时间3457易伤9等级a核
3	36253 35311	8	 * 	273.44	橙2易伤3伤害2时间1等级1暴击	1a最后敌人2暴击34a伤害58易伤6等级7a时间9核a序列升级
4	36253 31611	6	   	273.44	橙2易伤3伤害2时间1等级1暴击	1a最后敌人2暴击34a伤害57易伤6等级8a时间9核a序列升级
5	31243 23343	3	 * 	268.14	橙3易伤3伤害2时间1全技能	168最后敌人2a时间3平台48a伤害58a易伤7全技能8a序列升级9核
6	31243 51343	3	   	268.14	橙3易伤3伤害2时间1全技能	178最后敌人2a时间3平台48a伤害58a易伤6全技能8a序列升级9核
7	32343 23343	2	   	268.14	橙3易伤3伤害2时间1全技能	168最后敌人2平台3a时间48a伤害58a易伤7全技能8a序列升级9核
8	32343 51343	2	   	268.14	橙3易伤3伤害2时间1全技能	178最后敌人2平台3a时间48a伤害58a易伤6全技能8a序列升级9核
9	25126 21343	4	   	268.14	橙3易伤3伤害2时间1全技能	1全技能28a易伤3a时间478最后敌人58a伤害6平台8a序列升级9核
10	31231 23343	4	   	268.14	橙3易伤3伤害2时间1全技能	168最后敌人2a时间3平台48a易伤58a伤害7全技能8a序列升级9核
11	31231 51343	4	   	268.14	橙3易伤3伤害2时间1全技能	178最后敌人2a时间3平台48a易伤58a伤害6全技能8a序列升级9核
12	31233 21343	4	   	268.14	橙3易伤3伤害2时间1全技能	178最后敌人2a时间3平台48a易伤5全技能68a伤害8a序列升级9核
13	22652 26333	1	   	267.44	橙2易伤2伤害2时间1等级1暴击1全技能	1全技能28易伤3敌人爆炸48伤害5暴击6最后敌人78时间8序列升级9核a等级
14	22652 36333	1	   	267.44	橙2易伤2伤害2时间1等级1暴击1全技能	1全技能28易伤3敌人爆炸48伤害5暴击6基地爆炸78时间8序列升级9核a等级
15	43142 12123	9	 * 	265.99	橙3易伤2时间1等级2暴击2雷电	1a雷电26时间35a易伤4金币生成7等级8核9a暴击a序列升级
16	21614 22243	1	   	260.86	橙3易伤2伤害1时间2雷电1全技能	1全技能2随机矿369易伤4攻速59伤害79雷电8核9序列升级a时间
17	43163 12412	10	 * 	260.74	橙4易伤2时间1伤害2雷电	19雷电26时间3457易伤8伤害a核
18	32156 33132	8	 * 	260.43	橙3易伤1等级3攻速1伤害1时间	179最后敌人2平台379易伤4伤害5等级679攻速79序列升级8核a时间
19	35256 33132	8	   	260.43	橙3易伤1等级3攻速1伤害1时间	179最后敌人279易伤3平台4伤害5等级679攻速79序列升级8核a时间
